Industry,Prior 2008,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
"Finance, Insurance, And Real Estate",1720,1542,944,1075,1431,2013,2578,2514,2798,3144,2685,2778,2249,2236,2139,1637,359
